entity,end-date
1717881,2025-01-06
1717882,2021-09-07
1717883,2025-01-06
1717884,2025-01-06
1717885,2019-12-02
1717886,2021-09-07
1717887,2025-01-06
1717888,2025-01-06
1717889,2025-01-06
1717890,2025-01-06
1717891,2025-01-06
1717892,2025-01-06
1717893,2019-12-02
1717894,2025-01-06
1717895,2025-01-06
1717896,2025-01-06
1717897,2025-01-06
1717898,2025-01-06
1717899,2019-12-02
1717900,2025-01-06
1717901,2025-01-06
1717902,2019-12-02
1717903,2019-12-02
1717904,2025-01-06
1717905,2025-01-06
1717906,2019-12-02
1717907,2025-01-06
1717908,2020-12-16
1717909,2020-12-16
1717910,2021-01-04
1717911,2021-01-04
1717912,2021-01-04
1717913,2019-12-16
1717914,2019-12-16
1717915,2019-12-16
1717916,2019-12-16
1717917,2019-12-16
1717918,2019-12-16
1717919,2019-12-16
1717920,2019-12-16
1717921,2019-12-16
1717922,2019-12-16
1717923,2019-12-16
1717924,2019-12-16
1717925,2019-12-16
1717926,2019-12-16
1717927,2019-12-16
1717928,2019-12-16
1717929,2019-12-16
1717930,2019-12-16
1717931,2019-12-16
1717932,2019-12-16
1717933,2019-12-16
1717936,2018-07-05
1717937,2018-07-05
1717940,2019-12-20
1717941,2019-12-20
1717948,2019-12-20
1717958,2019-12-20
1717969,2018-07-05
1717977,2019-12-20
1717981,2019-12-20
1717984,2019-12-20
1717986,2019-12-20
1717988,2019-12-20
1717989,2019-12-20
1717993,2019-12-20
1717999,2019-12-20
1718002,2019-12-20
1718011,2019-12-20
1718012,2019-12-20
1718015,2019-12-20
1718017,2019-12-20
1718018,2018-07-05
1718019,2018-07-05
1718020,2019-12-20
1718024,2019-12-20
1718025,2018-07-05
1718027,2019-12-20
1718029,2019-12-20
1718056,2024-05-13
1718057,2024-05-13
1718058,2024-05-13
1718059,2024-05-13
1718060,2024-05-13
1718062,2024-05-13
1718064,2024-05-13
1718065,2024-05-13
1718079,2023-03-13
1718086,2023-03-13
1718090,2023-03-13
1718129,2020-01-08
1718148,2020-01-08
1718150,2020-01-08
1718154,2020-01-08
1718155,2024-01-23
1718167,2020-01-08
1718175,2020-01-08
1718209,2023-03-13
1718340,2020-03-04
1718341,2020-03-04
1718342,2020-03-04
1718343,2020-03-04
1718344,2020-03-04
1718345,2020-03-04
1718346,2020-03-04
1718347,2020-03-04
1718348,2020-03-04
1718350,2020-03-04
1718351,2020-03-04
1718352,2020-03-04
1718353,2020-03-04
1718354,2020-03-04
1718355,2020-03-04
1718356,2020-03-04
1718357,2020-03-04
1718358,2020-03-04
1718361,2020-03-04
1718362,2020-03-04
1718363,2020-03-04
1718364,2020-03-04
1718366,2020-03-04
1718367,2020-03-04
1718368,2020-03-04
1718373,2020-03-04
1718374,2020-03-04
1718375,2020-03-04
1718376,2020-03-04
1718377,2020-03-04
1718378,2020-03-04
1718379,2020-03-04
1718380,2020-03-04
1718382,2021-01-28
1718384,2020-03-04
1718388,2020-03-04
1718408,2020-12-09
1718409,2020-12-09
1718410,2020-12-09
1718411,2020-12-09
1718412,2020-12-09
1718413,2020-12-09
1718414,2020-07-08
1718415,2020-07-08
1718416,2020-07-08
1718417,2020-07-08
1718418,2020-07-08
1718420,2020-07-08
1718421,2020-07-08
1718422,2020-07-08
1718423,2020-07-08
1718424,2020-07-08
1718425,2020-07-08
1718426,2020-07-08
1718427,2020-07-08
1718428,2020-07-08
1718429,2020-07-08
1718430,2020-07-08
1718431,2020-07-08
1718432,2020-07-08
1718433,2020-07-08
1718434,2020-07-08
1718435,2020-07-08
1718438,2018-07-18
1718452,2023-11-24
1718460,2023-11-24
1718467,2023-11-24
1718470,2023-11-24
1718473,2023-11-24
1718474,2023-11-24
1718478,2018-07-18
1718480,2023-11-24
1718485,2023-11-24
1718492,2023-11-24
1718493,2023-11-24
1718495,2023-11-24
1718496,2023-11-24
1718499,2023-11-24
1718503,2018-07-18
1718506,2018-07-18
1718507,2018-07-18
1718511,2018-07-18
1718514,2023-11-24
1718518,2021-04-28
1718529,2021-04-28
1718541,2021-04-28
1718566,2021-04-28
1718604,2022-01-07
1718606,2022-01-07
1718617,2022-01-07
1718619,2022-01-07
1718622,2022-01-07
1718623,2022-01-07
1718624,2022-01-07
1718625,2022-01-07
1718626,2022-01-07
1718627,2019-12-17
1718650,2018-07-11
1718651,2018-07-11
1718652,2018-07-11
1718653,2018-07-11
1718654,2018-07-11
1718655,2018-07-11
1718656,2018-07-11
1718657,2018-07-11
1718658,2018-07-11
1718659,2018-07-11
1718660,2018-07-11
1718661,2018-07-11
1718664,2022-12-21
1718665,2020-10-27
1718666,2020-10-27
1718667,2021-11-04
1718670,2019-12-10
1718671,2024-01-12
1718672,2024-01-12
1718673,2018-07-05
1718674,2018-07-05
1718675,2024-01-12
1718676,2018-07-05
1718677,2018-07-05
1718678,2018-07-05
1718679,2018-07-05
1718680,2024-01-12
1718681,2018-07-05
1718682,2018-07-05
1718683,2018-07-05
1718684,2018-07-05
1718685,2018-07-05
1718686,2018-07-05
1718687,2018-07-05
1718688,2018-07-05
1718689,2021-05-11
1718690,2018-07-05
1718691,2018-07-05
1718692,2018-07-05
1718693,2024-01-12
1718694,2018-07-05
1718695,2018-07-05
1718696,2018-07-05
1718697,2018-07-05
1718698,2024-01-12
1718699,2018-07-05
1718700,2024-01-12
1718701,2018-07-05
1718702,2018-07-05
1718703,2018-07-05
1718704,2018-07-05
1718705,2018-07-05
1718706,2024-01-12
1718707,2018-07-05
1718708,2018-07-05
1718709,2024-01-12
1718710,2018-07-05
1718711,2018-07-05
1718712,2018-07-05
1718713,2018-07-05
1718714,2018-07-05
1718715,2018-07-05
1718716,2024-01-12
1718717,2018-07-05
1718718,2018-07-05
1718719,2018-07-05
1718720,2018-07-05
1718721,2018-07-05
1718722,2024-01-12
1718723,2018-07-05
1718724,2018-07-05
1718725,2024-01-12
1718726,2018-07-05
1718727,2024-01-12
1718728,2018-07-05
1718729,2018-07-05
1718730,2018-07-05
1718731,2018-07-05
1718732,2018-07-05
1718733,2018-07-05
1718734,2024-01-12
1718735,2024-01-12
1718736,2018-07-05
1718737,2018-07-05
1718738,2018-07-05
1718739,2024-01-12
1718740,2018-07-05
1718741,2024-01-12
1718742,2018-07-05
1718743,2018-07-05
1718744,2018-07-05
1718745,2024-01-12
1718746,2024-01-12
1718747,2024-01-12
1718748,2021-05-11
1718749,2018-07-05
1718750,2024-01-12
1718751,2018-07-05
1718752,2018-07-05
1718753,2018-07-05
1718754,2018-07-05
1718755,2018-07-05
1718756,2024-01-12
1718757,2021-05-11
1718758,2024-01-12
1718759,2021-05-11
1718760,2024-01-12
1718761,2018-07-05
1718762,2018-07-05
1718763,2018-07-05
1718764,2024-01-12
1718765,2018-07-05
1718766,2018-07-05
1718767,2021-05-11
1718768,2018-07-05
1718769,2018-07-05
1718770,2018-07-05
1718771,2018-07-05
1718772,2024-01-12
1718773,2024-01-12
1718774,2018-07-05
1718775,2021-05-11
1718776,2018-07-05
1718777,2021-05-11
1718778,2021-05-11
1718779,2021-05-11
1718780,2018-07-05
1718781,2021-05-11
1718782,2018-07-05
1718783,2021-05-11
1718784,2018-07-05
1718785,2021-05-11
1718786,2018-07-05
1718787,2018-07-05
1718788,2024-01-12
1718789,2021-05-11
1718790,2021-05-11
1718791,2021-05-11
1718792,2018-07-05
1718793,2018-07-05
1718794,2018-07-05
1718795,2018-07-05
1718796,2018-07-05
1718797,2018-07-05
1718798,2024-01-12
1718799,2021-05-11
1718800,2018-07-05
1718801,2024-01-12
1718802,2021-05-11
1718803,2018-07-05
1718804,2021-05-11
1718805,2024-01-12
1718806,2018-07-05
1718807,2021-05-11
1718808,2018-07-05
1718809,2024-01-12
1718810,2018-07-05
1718811,2018-07-05
1718812,2021-05-11
1718813,2021-05-11
1718814,2021-05-11
1718815,2018-07-05
1718816,2018-07-05
1718817,2018-07-05
1718818,2018-07-05
1718819,2018-07-05
1718820,2018-07-05
1718821,2018-07-05
1718822,2018-07-05
1718823,2018-07-05
1718824,2024-01-12
1718825,2018-07-05
1718826,2018-07-05
1718827,2023-07-06
1718828,2021-05-11
1718834,2018-07-05
1718835,2018-07-05
1718836,2023-07-06
1718837,2018-07-05
1718839,2018-07-05
1718840,2018-07-05
1718842,2018-07-05
1718843,2023-11-01
1718844,2023-07-06
1718845,2018-07-05
1718847,2018-07-05
1718849,2018-07-05
1718850,2018-07-05
1718851,2024-01-12
1718852,2018-07-05
1718853,2018-07-05
1718855,2018-07-05
1718856,2024-01-12
1718857,2018-07-05
1718858,2018-07-05
1718859,2018-07-05
1718860,2018-07-05
1718861,2018-07-05
1718864,2018-07-05
1718865,2018-07-05
1718866,2018-07-05
1718867,2018-07-05
1718868,2018-07-05
1718869,2023-11-01
1718870,2018-07-05
1718871,2018-07-05
1718872,2018-07-05
1718874,2018-07-05
1718875,2018-07-05
1718876,2023-07-06
1718878,2018-07-05
1718879,2018-07-05
1718880,2018-07-05
1718881,2023-11-01
1718883,2018-07-05
1718884,2018-07-05
1718885,2024-01-12
1718886,2018-07-05
1718887,2018-07-05
1718888,2018-07-05
1718889,2023-07-06
1718890,2023-11-01
1718891,2018-07-05
1718893,2018-07-05
1718894,2018-07-05
1718895,2023-11-01
1718896,2023-11-01
1718897,2018-07-05
1718898,2021-05-11
1718899,2018-07-05
1718900,2023-11-01
1718901,2018-07-05
1718903,2018-07-05
1718905,2018-07-05
1718906,2018-07-05
1718907,2023-07-06
1718910,2023-11-01
1718911,2023-11-01
1718912,2018-07-05
1718915,2023-11-01
1718916,2023-11-01
1718918,2023-07-06
1718919,2018-07-05
1718920,2023-11-01
1718922,2023-07-06
1718924,2023-11-01
1718925,2018-07-05
1718927,2023-07-06
1718928,2018-07-05
1718929,2018-07-05
1718930,2024-01-12
1718932,2024-01-12
1718933,2023-11-01
1718934,2021-05-11
1718936,2024-01-12
1718937,2018-07-05
1718939,2018-07-05
1718940,2023-07-06
1718941,2018-07-05
1718943,2018-07-05
1718944,2023-11-01
1718945,2018-07-05
1718947,2023-07-06
1718948,2024-01-12
1718950,2023-11-01
1718951,2018-07-05
1718952,2018-07-05
1718957,2024-01-12
1718959,2018-07-05
1718960,2023-07-06
1718961,2018-07-05
1718963,2018-07-05
1718964,2023-11-01
1718965,2024-01-12
1718966,2018-07-05
1718967,2018-07-05
1718968,2024-01-12
1718969,2021-05-11
1718970,2018-07-05
1718971,2023-11-01
1718973,2018-07-05
1718975,2018-07-05
1718976,2023-11-01
1718977,2018-07-05
1718978,2023-11-01
1718980,2021-05-11
1718981,2023-07-06
1718982,2018-07-05
1718983,2018-07-05
1718984,2018-07-05
1718985,2018-07-05
1718986,2023-11-01
1718987,2023-07-06
1718988,2024-01-12
1718991,2024-01-12
1718992,2023-11-01
1718993,2021-05-11
1718995,2018-07-05
1718996,2018-07-05
1719001,2022-03-24
1719011,2022-03-24
1719012,2022-03-24
1719015,2022-03-24
1719017,2022-03-24
1719025,2022-03-24
1719026,2022-03-24
1719027,2022-03-24
1719028,2022-03-24
1719029,2022-03-24
1719030,2022-03-24
1719031,2022-03-24
1719032,2022-03-24
1719033,2022-03-24
1719034,2022-03-24
1719035,2022-03-24
1719036,2022-03-24
1719037,2022-03-24
1719038,2022-03-24
1719039,2022-03-24
1719040,2022-03-24
1719041,2022-03-24
1719042,2022-03-24
1719043,2022-03-24
1719044,2022-03-24
1719046,2019-12-23
1719047,2018-07-11
1719048,2019-12-23
1719049,2019-12-23
1719050,2018-07-11
1719051,2018-07-11
1719052,2018-07-11
1719053,2019-12-23
1719054,2019-12-23
1719055,2019-12-23
1719056,2019-12-23
1719057,2018-07-11
1719058,2019-12-23
1719059,2018-07-11
1719060,2019-12-23
1719061,2019-12-23
1719062,2018-07-11
1719063,2018-07-11
1719064,2018-07-11
1719065,2019-12-23
1719066,2018-07-11
1719067,2019-12-23
1719068,2023-06-06
1719069,2023-06-06
1719075,2023-12-22
1719076,2023-06-06
1719078,2023-06-06
1719079,2023-06-06
1719080,2023-12-22
1719085,2023-06-06
1719086,2025-01-08
1719087,2025-01-08
1719088,2023-06-06
1719092,2023-06-06
1719096,2025-01-08
1719099,2023-06-06
1719100,2025-01-08
1719102,2023-12-22
1719105,2025-01-08
1719108,2023-06-06
1719109,2023-06-06
1719111,2023-06-06
1719113,2023-06-06
1719114,2025-01-08
1719116,2025-01-08
1719117,2023-06-06
1719118,2023-06-06
1719119,2025-01-08
1719120,2025-01-08
1719123,2023-06-06
1719124,2023-06-06
1719125,2023-12-22
1719126,2023-06-06
1719127,2023-12-22
1719131,2023-06-06
1719133,2025-01-08
1719136,2023-06-06
1719137,2023-06-06
1719138,2023-06-06
1719139,2023-06-06
1719319,2018-07-18
1719320,2018-07-18
1719321,2018-07-18
1719322,2018-07-18
1719351,2019-11-02
1719352,2019-11-02
1719353,2019-11-02
1719354,2019-11-02
1719355,2019-11-02
1719356,2019-11-02
1719357,2019-11-02
1719358,2019-11-02
1719359,2019-11-02
1719360,2019-11-02
1719408,2019-12-09
1719409,2019-12-09
1719410,2019-12-09
1719411,2019-12-09
1719412,2019-12-09
1719413,2019-12-09
1719414,2019-12-15
1719415,2019-12-15
1719416,2019-12-15
1719417,2019-12-15
1719418,2019-12-15
1719419,2019-12-15
1719420,2019-12-15
1719421,2019-12-15
1719422,2019-11-02
1719424,2019-11-02
1719425,2019-11-02
1719426,2019-11-02
1719428,2019-11-02
1719429,2019-11-02
1719430,2019-11-02
1719431,2019-11-02
1719432,2019-11-02
1719433,2018-07-05
1719434,2018-07-05
1719435,2018-07-05
1719436,2018-07-05
1719575,2020-04-28
1719576,2020-04-28
1719578,2020-04-28
1719579,2020-04-28
1719580,2020-04-28
1719581,2020-04-28
1719585,2020-04-28
1719586,2020-04-28
1719589,2023-08-14
1719593,2020-12-09
1719599,2020-12-09
1719601,2023-08-14
1719603,2020-12-09
1719604,2023-08-14
1719606,2020-12-09
1719607,2023-08-14
1719608,2020-12-09
1719610,2020-12-09
1719611,2023-08-14
1719612,2020-12-09
1719614,2023-08-14
1719615,2023-08-14
1719616,2023-08-14
1719617,2023-08-14
1719618,2023-08-14
1719619,2023-08-14
1719620,2020-12-09
1719624,2023-08-14
1719625,2020-12-09
1719626,2023-08-14
1719628,2023-08-14
1719629,2023-08-14
1719630,2023-08-14
1719633,2023-08-14
1719638,2020-12-09
1719639,2020-12-09
1719640,2020-12-09
1719641,2023-08-14
1719642,2023-08-14
1719646,2020-12-09
1719647,2020-12-09
1719649,2020-12-09
1719652,2023-08-14
1719658,2020-12-09
1719660,2020-12-09
1719661,2023-08-14
1719663,2023-08-14
1719664,2020-12-09
1719666,2020-12-09
1719670,2023-08-14
1719673,2023-08-14
1719674,2020-12-09
1719677,2023-08-14
1719679,2023-08-14
1719681,2023-08-14
1719682,2023-08-14
1719683,2023-08-14
1719684,2023-08-14
1719687,2020-12-09
1719688,2020-12-09
1719791,2024-10-15
1719792,2024-10-15
1719793,2024-10-15
1719794,2024-10-15
1719795,2024-10-15
1719796,2024-10-15
1719797,2024-10-15
1719798,2024-10-15
1719799,2024-10-15
1719800,2024-10-15
1719801,2024-10-15
1719802,2024-10-15
1719803,2024-10-15
1719804,2024-10-15
1719805,2024-10-15
1719806,2024-10-15
1719807,2024-10-15
1719808,2024-10-15
1719809,2024-10-15
1719810,2024-10-15
1719811,2024-10-15
1719812,2024-10-15
1719813,2024-10-15
1719814,2024-10-15
1719815,2024-10-15
1719816,2024-10-15
1719817,2024-10-15
1719818,2024-10-15
1719819,2024-10-15
1719820,2024-10-15
1719821,2024-10-15
1719822,2024-10-15
1719823,2024-10-15
1719824,2024-10-15
1719825,2024-10-15
1719826,2024-10-15
1719828,2024-10-15
1719829,2024-10-15
1719830,2024-10-15
1719831,2024-10-15
1719832,2024-10-15
1719833,2024-10-15
1719834,2024-10-15
1719835,2024-10-15
1719836,2024-10-15
1719837,2024-10-15
1719838,2024-10-15
1719839,2024-10-15
1719840,2024-10-15
1719841,2024-10-15
1719842,2024-10-15
1719843,2024-10-15
1719844,2024-10-15
1719845,2024-10-15
1719846,2024-10-15
1719847,2024-10-15
1719848,2024-10-15
1719849,2024-10-15
1719850,2024-10-15
1719851,2024-10-15
1719852,2024-10-15
1719853,2024-10-15
1719854,2024-10-15
1719855,2024-10-15
1719856,2024-10-15
1719857,2024-10-15
1719858,2024-10-15
1719859,2024-10-15
1719860,2024-10-15
1719861,2024-10-15
1719862,2024-10-15
1719863,2024-10-15
1719864,2024-10-15
1719865,2024-10-15
1719866,2024-10-15
1719867,2024-10-15
1719868,2024-10-15
1719869,2024-10-15
1719870,2024-10-15
1719871,2024-10-15
1719872,2024-10-15
1719873,2024-10-15
1719874,2024-10-15
1719875,2024-10-15
1719876,2024-10-15
1719877,2024-10-15
1719878,2024-10-15
1719879,2024-10-15
1719880,2024-10-15
1719881,2024-10-15
1719882,2024-10-15
1719883,2024-10-15
1719884,2024-10-15
1719885,2024-10-15
1719886,2024-10-15
1719887,2024-10-15
1719888,2024-10-15
1719889,2024-10-15
1719890,2024-10-15
1719891,2024-10-15
1719892,2024-10-15
1719893,2024-10-15
1719894,2024-10-15
1719895,2024-10-15
1719896,2024-10-15
1719897,2024-10-15
1719898,2024-10-15
1719899,2024-10-15
1719900,2024-10-15
1719901,2024-10-15
1719902,2024-10-15
1719903,2024-10-15
1719904,2024-10-15
1719905,2024-10-15
1719906,2024-10-15
1719907,2024-10-15
1719908,2024-10-15
1719909,2024-10-15
1719910,2024-10-15
1719911,2024-10-15
1719912,2024-10-15
1719913,2024-10-15
1719914,2024-10-15
1719915,2024-10-15
1719916,2024-10-15
1719917,2024-10-15
1719918,2024-10-15
1719919,2024-10-15
1719920,2024-10-15
1719921,2024-10-15
1719922,2024-10-15
1719923,2024-10-15
1719924,2024-10-15
1719925,2024-10-15
1719926,2024-10-15
1719927,2024-10-15
1719928,2024-10-15
1719929,2024-10-15
1719930,2024-10-15
1719931,2024-10-15
1719932,2024-10-15
1719933,2024-10-15
1719934,2024-10-15
1719935,2024-10-15
1719936,2024-10-15
1719937,2024-10-15
1719938,2024-10-15
1719939,2024-10-15
1719940,2024-10-15
1719941,2024-10-15
1719942,2024-10-15
1719943,2024-10-15
1719944,2024-10-15
1719945,2024-10-15
1719946,2024-10-15
1719947,2024-10-15
1719948,2024-10-15
1719949,2024-10-15
1719950,2024-10-15
1719951,2024-10-15
1719952,2024-10-15
1719953,2024-10-15
1719954,2024-10-15
1719955,2024-10-15
1719956,2024-10-15
1719957,2024-10-15
1719958,2024-10-15
1719959,2024-10-15
1719960,2024-10-15
1719961,2024-10-15
1719962,2024-10-15
1719963,2024-10-15
1719964,2024-10-15
1719965,2024-10-15
1719966,2024-10-15
1719967,2024-10-15
1719968,2024-10-15
1719969,2024-10-15
1719970,2024-10-15
1719971,2024-10-15
1719972,2024-10-15
1719973,2024-10-15
1719974,2024-10-15
1719975,2024-10-15
1719976,2024-10-15
1719977,2024-10-15
1719978,2024-10-15
1719979,2024-10-15
1719980,2024-10-15
1719981,2024-10-15
1719982,2024-10-15
1719983,2024-10-15
1719984,2024-10-15
1719985,2024-10-15
1719986,2024-10-15
1719987,2024-10-15
1719988,2024-10-15
1719989,2024-10-15
1719990,2024-10-15
1719991,2024-10-15
1719992,2024-10-15
1719993,2024-10-15
1719994,2024-10-15
1719995,2024-10-15
1719996,2024-10-15
1719997,2024-10-15
1719998,2024-10-15
1719999,2024-10-15
1720000,2024-10-15
1720001,2024-10-15
1720002,2024-10-15
1720003,2024-10-15
1720004,2024-10-15
1720005,2024-10-15
1720006,2024-10-15
1720007,2024-10-15
1720008,2024-10-15
1720009,2024-10-15
1720010,2024-10-15
1720011,2024-10-15
1720012,2024-10-15
1720013,2024-10-15
1720014,2024-10-15
1720015,2024-10-15
1720016,2024-10-15
1720017,2024-10-15
1720018,2024-10-15
1720019,2024-10-15
1720020,2024-10-15
1720021,2024-10-15
1720022,2024-10-15
1720023,2024-10-15
1720024,2024-10-15
1720025,2024-10-15
1720026,2024-10-15
1720027,2024-10-15
1720028,2024-10-15
1720029,2024-10-15
1720030,2024-10-15
1720031,2024-10-15
1720032,2024-10-15
1720033,2024-10-15
1720034,2024-10-15
1720035,2024-10-15
1720036,2024-10-15
1720037,2024-10-15
1720038,2024-10-15
1720039,2024-10-15
1720040,2024-10-15
1720041,2024-10-15
1720042,2024-10-15
1720043,2024-10-15
1720044,2024-10-15
1720045,2024-10-15
1720046,2024-10-15
1720047,2024-10-15
1720048,2024-10-15
1720049,2024-10-15
1720050,2024-10-15
1720051,2024-10-15
1720052,2024-10-15
1720053,2024-10-15
1720054,2024-10-15
1720055,2024-10-15
1720056,2024-10-15
1720057,2024-10-15
1720058,2024-10-15
1720059,2024-10-15
1720060,2024-10-15
1720061,2024-10-15
1720062,2024-10-15
1720063,2024-10-15
1720064,2024-10-15
1720065,2024-10-15
1720066,2024-10-15
1720067,2024-10-15
1720068,2024-10-15
1720069,2024-10-15
1720070,2024-10-15
1720071,2024-10-15
1720072,2024-10-15
1720073,2024-10-15
1720074,2024-10-15
1720075,2024-10-15
1720076,2024-10-15
1720077,2024-10-15
1720078,2024-10-15
1720079,2024-10-15
1720080,2024-10-15
1720081,2024-10-15
1720082,2024-10-15
1720083,2024-10-15
1720084,2024-10-15
1720085,2024-10-15
1720086,2024-10-15
1720087,2024-10-15
1720088,2024-10-15
1720089,2024-10-15
1720090,2024-10-15
1720091,2024-10-15
1720092,2024-10-15
1720093,2024-10-15
1720094,2024-10-15
1720095,2024-10-15
1720096,2024-10-15
1720097,2024-10-15
1720098,2024-10-15
1720099,2024-10-15
1720100,2024-10-15
1720101,2024-10-15
1720102,2024-10-15
1720103,2024-10-15
1720104,2024-10-15
1720105,2024-10-15
1720106,2024-10-15
1720107,2024-10-15
1720108,2024-10-15
1720109,2024-10-15
1720110,2024-10-15
1720111,2024-10-15
1720112,2024-10-15
1720113,2024-10-15
1720114,2024-10-15
1720115,2024-10-15
1720116,2024-10-15
1720117,2024-10-15
1720118,2024-10-15
1720119,2024-10-15
1720120,2024-10-15
1720121,2024-10-15
1720122,2024-10-15
1720123,2024-10-15
1720124,2024-10-15
1720125,2024-10-15
1720126,2024-10-15
1720127,2024-10-15
1720128,2024-10-15
1720129,2024-10-15
1720130,2024-10-15
1720131,2024-10-15
1720132,2024-10-15
1720133,2024-10-15
1720134,2024-10-15
1720135,2024-10-15
1720136,2024-10-15
1720137,2024-10-15
1720138,2024-10-15
1720139,2024-10-15
1720140,2024-10-15
1720141,2024-10-15
1720142,2024-10-15
1720143,2024-10-15
1720144,2024-10-15
1720145,2024-10-15
1720146,2024-10-15
1720147,2024-10-15
1720148,2024-10-15
1720149,2024-10-15
1720150,2024-10-15
1720151,2024-10-15
1720152,2024-10-15
1720153,2024-10-15
1720154,2024-10-15
1720155,2024-10-15
1720156,2024-10-15
1720157,2024-10-15
1720158,2024-10-15
1720159,2024-10-15
1720160,2024-10-15
1720161,2024-10-15
1720162,2024-10-15
1720163,2024-10-15
1720164,2024-10-15
1720165,2024-10-15
1720166,2024-10-15
1720167,2024-10-15
1720168,2024-10-15
1720169,2024-10-15
1720170,2024-10-15
1720171,2024-10-15
1720172,2024-10-15
1720173,2024-10-15
1720174,2024-10-15
1720175,2024-10-15
1720176,2024-10-15
1720177,2024-10-15
1720178,2024-10-15
1720179,2024-10-15
1720180,2024-10-15
1720181,2024-10-15
1720182,2024-10-15
1720183,2024-10-15
1720184,2024-10-15
1720185,2024-10-15
1720186,2024-10-15
1720187,2024-10-15
1720188,2024-10-15
1720189,2024-10-15
1720190,2024-10-15
1720191,2024-10-15
1720192,2024-10-15
1720193,2024-10-15
1720194,2024-10-15
1720195,2024-10-15
1720196,2024-10-15
1720197,2024-10-15
1720198,2024-10-15
1720199,2024-10-15
1720200,2024-10-15
1720201,2024-10-15
1720202,2024-10-15
1720203,2024-10-15
1720204,2024-10-15
1720205,2024-10-15
1720206,2024-10-15
1720207,2024-10-15
1720208,2024-10-15
1720209,2024-10-15
1720210,2024-10-15
1720211,2024-10-15
1720212,2024-10-15
1720213,2024-10-15
1720214,2024-10-15
1720215,2024-10-15
1720216,2024-10-15
1720217,2024-10-15
1720218,2024-10-15
1720219,2024-10-15
1720220,2024-10-15
1720221,2024-10-15
1720222,2024-10-15
1720223,2024-10-15
1720224,2024-10-15
1720225,2024-10-15
1720226,2024-10-15
1720227,2024-10-15
1720228,2024-10-15
1720229,2024-10-15
1720230,2024-10-15
1720231,2024-10-15
1720232,2024-10-15
1720233,2024-10-15
1720234,2024-10-15
1720235,2024-10-15
1720236,2024-10-15
1720237,2018-07-05
1720238,2018-07-05
1720239,2018-07-05
1720240,2018-07-05
1720241,2018-07-05
1720242,2018-07-05
1720243,2018-07-05
1720244,2018-07-05
1720245,2018-07-05
1720246,2018-07-05
1720247,2018-07-05
1720248,2018-07-05
1720249,2018-07-05
1720250,2018-07-05
1720251,2018-07-05
1720252,2018-07-05
1720253,2018-07-05
1720254,2018-07-05
1720255,2018-07-05
1720256,2018-07-05
1720257,2018-07-05
1720258,2018-07-05
1720259,2018-07-05
1720260,2018-07-05
1720261,2018-07-05
1720262,2018-07-05
1720263,2018-07-05
1720264,2018-07-05
1720265,2018-07-05
1720266,2018-07-05
1720267,2018-07-05
1720268,2018-07-05
1720269,2018-07-05
1720270,2018-07-05
1720271,2018-07-05
1720272,2018-07-05
1720273,2018-07-05
1720274,2018-07-05
1720275,2018-07-05
1720276,2018-07-05
1720277,2018-07-05
1720278,2018-07-05
1720279,2018-07-05
1720280,2018-07-05
1720281,2018-07-05
1720282,2018-07-05
1720283,2018-07-05
1720284,2018-07-05
1720285,2018-07-05
1720286,2018-07-05
1720287,2018-07-05
1720288,2018-07-05
1720289,2018-07-05
1720290,2018-07-05
1720291,2018-07-05
1720292,2018-07-05
1720293,2018-07-05
1720294,2018-07-05
1720295,2018-07-05
1720296,2018-07-05
1720297,2018-07-05
1720298,2018-07-05
1720299,2018-07-05
1720300,2018-07-05
1720301,2018-07-05
1720302,2018-07-05
1720303,2018-07-05
1720304,2018-07-05
1720305,2018-07-05
1720306,2018-07-05
1720307,2018-07-05
1720308,2018-07-05
1720309,2018-07-05
1720310,2018-07-05
1720311,2018-07-05
1720312,2018-07-05
1720313,2018-07-05
1720314,2018-07-05
1720315,2018-07-05
1720316,2018-07-05
1720317,2018-07-05
1720318,2018-07-05
1720319,2018-07-05
1720320,2018-07-05
1720321,2018-07-05
1720322,2018-07-05
1720323,2018-07-05
1720324,2018-07-05
1720325,2018-07-05
1720326,2018-07-05
1720327,2018-07-05
1720328,2018-07-05
1720329,2018-07-05
1720330,2018-07-05
1720331,2018-07-05
1720332,2018-07-05
1720333,2018-07-05
1720334,2018-07-05
1720335,2018-07-05
1720336,2018-07-05
1720337,2018-07-05
1720338,2018-07-05
1720339,2018-07-05
1720340,2018-07-05
1720341,2018-07-05
1720342,2018-07-05
1720343,2018-07-05
1720344,2018-07-05
1720345,2018-07-05
1720346,2018-07-05
1720347,2018-07-05
1720348,2018-07-05
1720349,2018-07-05
1720350,2018-07-05
1720351,2018-07-05
1720352,2018-07-05
1720353,2018-07-05
1720354,2018-07-05
1720355,2018-07-05
1720356,2018-07-05
1720357,2018-07-05
1720358,2018-07-05
1720359,2018-07-05
1720360,2018-07-05
1720361,2018-07-05
1720362,2018-07-05
1720363,2018-07-05
1720364,2018-07-05
1720365,2018-07-05
1720366,2018-07-05
1720367,2018-07-05
1720368,2018-07-05
1720369,2018-07-05
1720370,2018-07-05
1720371,2018-07-05
1720372,2018-07-05
1720373,2018-07-05
1720374,2018-07-05
1720375,2018-07-05
1720376,2018-07-05
1720377,2018-07-05
1720378,2018-07-05
1720379,2018-07-05
1720380,2018-07-05
1720381,2018-07-05
1720382,2018-07-05
